numero_dpe;date_derniere_modification_dpe;date_visite_diagnostiqueur;date_etablissement_dpe;date_reception_dpe;date_fin_validite_dpe;numero_dpe_remplace;numero_dpe_immeuble_associe;id_rnb;provenance_id_rnb;numero_rpls_logement;numero_immatriculation_copropriete;modele_dpe;version_dpe;methode_application_dpe;etiquette_dpe;etiquette_ges;classe_altitude;zone_climatique;type_batiment;type_installation_chauffage;type_installation_ecs;hauteur_sous_plafond;nombre_appartement;nombre_niveau_immeuble;nombre_niveau_logement;typologie_logement;appartement_non_visite;surface_habitable_immeuble;surface_habitable_logement;surface_tertiaire_immeuble;classe_inertie_batiment;score_ban;numero_etage_appartement;position_logement_dans_immeuble;nom_residence;complement_adresse_batiment;complement_adresse_logement;indicateur_confort_ete;protection_solaire_exterieure;logement_traversant;presence_brasseur_air;inertie_lourde;isolation_toiture;deperditions_totales_batiment;deperditions_totales_logement;deperditions_enveloppe;deperditions_ponts_thermiques;deperditions_murs;deperditions_planchers_hauts;deperditions_planchers_bas;deperditions_portes;deperditions_baies_vitrees;deperditions_renouvellement_air;qualite_isolation_enveloppe;qualite_isolation_murs;qualite_isolation_plancher_haut_comble_amenage;qualite_isolation_plancher bas;qualite_isolation_menuiseries;ubat_w_par_m2_k;emission_ges_5_usages;emission_ges_5_usages par_m2;emission_ges_chauffage;emission_ges_ecs;emission_ges_refroidissement;emission_ges_eclairage;emission_ges_auxiliaires;type_energie_n1;emission_ges_5_usages_energie_n1;emission_ges_chauffage_energie_n1;emission_ges_ecs_energie_n1;type_energie_n2;emission_ges_5_usages_energie_n2;emission_ges_chauffage_energie_n2;emission_ges_ecs_energie_n2;type_energie_n3;emission_ges_5_usages_energie_n3;emission_ges_chauffage_energie_n3;emission_ges_ecs_energie_n3;type_energie_principale_chauffage;type_generateur_chauffage_principal;type_installation_chauffage_n1;type_emetteur_installation_chauffage_n1;configuration_installation_chauffage_n1;description_installation_chauffage_n1;surface_chauffee_installation_chauffage_n1;type_generateur_n1_installation_n1;type_energie_generateur_n1_installation_n1;usage_generateur_n1_installation_n1;type_generateur_n2_installation_n1;type_energie_generateur_n2_installation_n1;usage_generateur_n2_installation_n1;type_installation_chauffage_n2;type_emetteur_installation_chauffage_n2;configuration_installation_chauffage_n2;description_installation_chauffage_n2;surface_chauffee_installation_chauffage_n2;type_generateur_n1_installation_n2;type_energie_generateur_n1_installation_n2;usage_generateur_n1_installation_n2;type_generateur_n2_installation_n2;type_energie_generateur_n2_installation_n2;usage_generateur_n2_installation_n2;type_energie_principale_ecs;type_generateur_chauffage_principal_ecs;type_installation_ecs_n1;configuration_installation_ecs_n1;description_installation_ecs_n1;nombre_logements_desservis_par_installation_ecs_n1;surface_habitable_desservie_par_installation_ecs_n1;type_installation_solaire_n1;production_ecs_solaire_installation_n1;type_generateur_n1_ecs_n1;type_energie_generateur_n1_ecs_n1;usage_generateur_n1_ecs_n1;description_generateur_n1_ecs_n1;volume_stockage_generateur_n1_ecs_n1;cop_generateur_n1_ecs_n1;type_generateur_n2_ecs_n1;type_energie_generateur_n2_ecs_n1;usage_generateur_n2_ecs_n1;description_generateur_n2_ecs_n1;volume_stockage_generateur_n2_ecs_n1;cop_generateur_n2_ecs_n1;type_ventilation;surface_ventilee;ventilation_posterieure_2012;type_generateur_froid;description_generateur_froid;surface_climatisee;categorie_enr;systeme_production_electricite_origine_renouvelable;presence_production_pv;surface_totale_capteurs_pv;nombre_module;production_electricite_pv_kwhep_par_an;electricite_pv_autoconsommee
2338N0972650N;26/10/2023;21/03/2023;21/03/2023;23/03/2023;20/03/2033;;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;A;;;appartement;individuel;individuel;2.5;15;1;1;;0;874.7;49.2;;;0.81;;;;;6-Batiment D ELEC-1-LOGEMENT D001;;;;;;;;;;;;;;;;;bonne;bonne;;bonne;très bonne;0.54;160.9;3.2;51.9;99.9;0;2.1;0.1;Électricité;2.2;0;0;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N0418578B;26/10/2023;12/12/2022;07/02/2023;08/02/2023;06/02/2033;2238N3025122S;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;24;1;;;0;1543.5;64.5;;;0.57;0;;;22/RIVES/SARL/IMO/9379;LOG_001;;;;;;;;;;;;;;;;;moyenne;bonne;moyenne;très bonne;très bonne;0.81;1049.7;16;708;328.2;0;9.8;3.7;Électricité;1049.7;708;328.2;Gaz naturel;1049.7;708;328.2;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2138N0878474H;26/10/2023;05/12/2021;07/12/2021;09/12/2021;06/12/2031;;;;;;;DPE NEUF logement : RT2012;1.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;;;4;;1;;40.5;;;0.51;0;;Bâtiment A;;;moyen;1;0;0;;0;;;;;;;;;;;très bonne;très bonne;;très bonne;insuffisante;0.21;601.6;14.8;307.1;288.6;0;5.5;0.3;Gaz naturel;12959.4;6550.4;6409;Électricité;275.5;18;12.9;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2138N0473925S;26/10/2023;04/10/2021;10/10/2021;11/10/2021;09/10/2031;;;;;;;DPE NEUF logement : RE2020;1;dpe appartement généré à partir des données DPE immeuble;B;A;inférieur à 400m;H1c;appartement;collectif;collectif;2.5;15;1;;T1;1;1152.8;69.2;;;0.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2438N2152710M;17/06/2024;16/06/2024;16/06/2024;17/06/2024;15/06/2034;;2438N2152632M;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;B;;;appartement;individuel;individuel;2.5;32;1;1;;0;1987.7;64.7;;;0.79;;;;;1-Bâtiment A_B-19-B 002;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.56;492.9;7.6;200.6;277;0;2.7;1.1;Réseau de Chauffage urbain;0;0;0;Électricité;3.8;0;0;;;;;Réseau de Chauffage urbain;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;réseau de chaleur ou de froid vertueux;;;;;0;
2338N2192449W;26/10/2023;28/06/2023;28/06/2023;29/06/2023;27/06/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;53;1;1;;0;2998.2;78.9;;;0.81;;;;;1-Bâtiment A (53 logements)-41-DPE 2370-41-Logement A506-T4 au R+5;;;;;;;;;;;;;;;;;moyenne;très bonne;;très bonne;bonne;0.69;1009.1;12.7;578.7;411.1;0;3;0;Gaz naturel;0;0;0;Électricité;3;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;panneaux solaires photovoltaïques;;;;;0;
2138N0418697O;08/11/2023;29/09/2021;29/09/2021;30/09/2021;28/09/2031;;;;;;;DPE NEUF logement : RT2012;1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;A;A;;;maison;;;2.5;1;1;1;;0;83.9;83.9;;;0.52;;;;;;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.27;167.3;2;111.4;54.1;0;12.4;0;Électricité;17.5;0;0;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2138N0115130X;08/11/2023;21/07/2021;28/07/2021;29/07/2021;27/07/2031;;;;;;;DPE NEUF logement : RT2012;1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;A;A;;;maison;;;2.5;1;1;1;;0;114.2;114.2;;;0.57;;;;;;;;;;;;;;;;;;;;;;très bonne;très bonne;;bonne;très bonne;0.31;213.4;1.8;154.1;52;0;16.2;0.9;Électricité;22.4;0;0;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N1018356K;08/11/2023;10/05/2022;10/05/2022;11/05/2022;09/05/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;B;;;appartement;individuel;individuel;2.5;17;1;1;;0;1075.2;80.8;;;0.61;;;;;;;;;;;;;;;;;;;;;;bonne;bonne;;très bonne;très bonne;0.65;794.6;9.8;378.6;561.2;0;3.6;0.8;Réseau de Chauffage urbain;0;0;0;Électricité;4.4;0;0;;;;;Réseau de Chauffage urbain;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N1032647C;26/10/2023;27/02/2023;06/03/2023;28/03/2023;05/03/2033;2338N0749879K;2338N0749792B;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;A;A;inférieur à 400m;H1c;appartement;collectif;collectif;2.5;28;;5;;1;;65.3;;;0.97;;;;;08523-00002-00002-00045;bon;0;0;0;0;0;;;;;;;;;;;très bonne;très bonne;;très bonne;insuffisante;0.43;391;5.9;200.1;179.8;0;8.4;2.7;Gaz naturel;378.9;199.5;179.4;Électricité;12.1;0.6;0.4;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N2552497V;26/10/2023;19/10/2022;27/10/2022;28/10/2022;26/10/2032;;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;A;A;inférieur à 400m;H1c;appartement;collectif;individuel;2.5;44;1;;;1;2964;42.1;;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N1956245B;26/10/2023;28/08/2022;30/08/2022;31/08/2022;29/08/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;A;A;inférieur à 400m;H1c;maison;;;2.6;;;1;;;;130;;;0.81;;;;;;moyen;1;0;0;0;1;;;;;;;;;;;très bonne;très bonne;;très bonne;insuffisante;0.4;174.8;1.3;119.6;32.2;0;16.1;6.8;Électricité;174.8;119.6;32.2;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N1139743D;08/11/2023;23/05/2022;23/05/2022;24/05/2022;22/05/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;A;A;;;maison;;;2.5;1;1;1;;0;119.6;119.6;;;0.73;;;;;;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.34;252.3;2.1;179;71.6;0;17;0;Bois – Granulés (pellets) ou briquettes;0;0;0;Électricité;22.5;0;0;;;;;Bois – Granulés (pellets) ou briquettes;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;0;
2338N0856155Y;26/10/2023;12/01/2023;13/03/2023;15/03/2023;12/03/2033;;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;30;1;1;;0;1902.8;67.5;;;0.75;;;;;1-Bâtiment 1-13-Lgt  04A type T3  R+2;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.51;856.6;12.7;561.5;394.9;0;2.8;0;Gaz naturel;0;0;0;Électricité;2.8;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;pompe à chaleur;;;;;0;
2238N0131372Q;08/11/2023;22/01/2022;22/01/2022;23/01/2022;21/01/2032;;;;;;;DPE NEUF logement : RT2012;2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;53;1;1;;0;3640.5;67.2;;;0.8;;;;;;;;;;;;;;;;;;;;;;moyenne;très bonne;;très bonne;très bonne;0.68;873.3;13;488.8;521.3;0;3;0.5;Gaz naturel;0;0;0;Électricité;3.5;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2138N0522031Y;26/10/2023;17/10/2021;17/10/2021;18/10/2021;16/10/2031;;;;;;;DPE NEUF logement : RE2020;1;dpe appartement généré à partir des données DPE immeuble;B;B;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;6;1;;T3;0;372;66.5;;;0.7;0;dernier étage;;;Ce bien ne fait pas partie d'une copropriété;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.33;721.9;10;362.5;331.3;0;10.6;17.6;Électricité;721.9;362.5;331.3;Gaz naturel;721.9;362.5;331.3;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N4094840T;29/11/2023;15/11/2023;28/11/2023;29/11/2023;27/11/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;inférieur à 400m;H1c;appartement;collectif;collectif;2.8;56;;7;;1;;46.7;;;0.98;1;;Bâtiment E;;;moyen;1;0;0;1;0;;;;;;;;;;;moyenne;très bonne;;bonne;très bonne;0.65;747.5;16;291.4;446.3;0;6.3;3.5;Gaz naturel;734.9;288.8;446.1;Électricité;12.6;2.5;0.2;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N3676157O;30/10/2023;03/08/2023;03/08/2023;30/10/2023;02/08/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;5;1;1;;0;278.7;46.4;;;0.81;;;;;7-Batiment F Droit-2-F101;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.51;727.2;15.6;411.6;306.4;0;2;0.1;Gaz naturel;0;0;0;Électricité;2.1;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N3714845O;02/11/2023;25/10/2023;25/10/2023;02/11/2023;24/10/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;6;1;1;;0;310.2;46.7;;;0.81;;;;;6-Batiment D Milieu-6-D203;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.48;732.8;15.6;414.9;308.3;0;2.2;0.1;Gaz naturel;0;0;0;Électricité;2.3;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N4171431O;05/12/2023;30/11/2023;04/12/2023;05/12/2023;03/12/2033;;2338N4171196N;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;17;1;;;1;1024.1;62.5;;;0.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N2730832W;26/10/2023;16/11/2022;16/11/2022;17/11/2022;15/11/2032;;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;B;;;appartement;individuel;individuel;2.5;41;1;1;;0;1172;31.7;;;0.81;;;;;1-Bâtiment-27-A 402;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.52;315.4;9.9;97.4;293.6;0;1.3;1;Réseau de Chauffage urbain;0;0;0;Électricité;2.4;0;0;;;;;Réseau de Chauffage urbain;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;réseau de chaleur ou de froid vertueux;;;;;0;
2238N2164898E;08/11/2023;20/09/2022;20/09/2022;21/09/2022;19/09/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;12;1;1;;0;861.9;84.2;;;0.81;;;;2-Bâtiment U-1-Bâtiment U;6-U1-0-228;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.44;1034.1;12.2;528.7;678.9;0;3.6;1.6;Gaz naturel;0;0;0;Électricité;5.2;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2138N0142857I;26/10/2023;03/08/2021;03/08/2021;04/08/2021;02/08/2031;;;;;;;DPE NEUF logement : RE2020;1;dpe maison individuelle;C;C;inférieur à 400m;H1c;maison;;;2.5;;;1;;;;106.5;;;0.97;0;;;;Etage :;;;;;;;;;;;;;;;;;très bonne;très bonne;;bonne;très bonne;0.33;1320.3;12;934.6;363.9;0;14.8;6.9;Électricité;1320.3;934.6;363.9;Gaz naturel;1320.3;934.6;363.9;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;295.7;
2438N0821106Y;06/03/2024;28/02/2024;28/02/2024;06/03/2024;27/02/2034;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;26;1;1;;0;1712.8;60.6;;;0.81;;;;;1-Batiment 1-16-302-T3;;;;;;;;;;;;;;;;;bonne;bonne;;très bonne;très bonne;0.64;739.3;12.2;397;330.5;0;2.6;0.3;Gaz naturel;0;0;0;Électricité;2.9;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N0790882L;26/10/2023;22/02/2023;09/03/2023;10/03/2023;08/03/2033;;2338N0790827I;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;30;1;1;;0;1322.8;44.9;;;0.79;;;;;1-RESIDENCE SENIORS- LES EVEQUAUX-23-D111;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.39;522;11.6;42.4;663.2;0;1.8;0.5;Gaz naturel;0;0;0;Électricité;2.2;0;0;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;réseau de chaleur ou de froid vertueux;;;;;0;
2438N1960190W;03/06/2024;19/05/2024;02/06/2024;03/06/2024;01/06/2034;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;23;1;;;0;1263.8;65.2;;;0.67;0;;;24/IMO/0117;A11 A11-21-T3;;;;;;;788.7;33.7;;;;;;;;;moyenne;très bonne;;bonne;très bonne;0.67;894.5;13;438.9;439.3;0;9.1;7.3;Gaz naturel;894.5;438.9;439.3;Électricité;894.5;438.9;439.3;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N0290914W;08/11/2023;13/02/2022;13/02/2022;14/02/2022;12/02/2032;;;;;;;DPE NEUF logement : RT2012;2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;A;A;;;maison;;;2.5;1;1;1;;0;119.2;119.2;;;0.58;;;;;;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.39;240.4;2;181.8;50.6;0;15.9;1;Électricité;22.7;0;0;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;pompe à chaleur;;;;;0;
2438N1219597N;04/04/2024;01/04/2024;01/04/2024;04/04/2024;31/03/2034;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;A;;;appartement;individuel;individuel;2.5;4;1;1;;0;281.3;70.5;;;0.79;;;;;1-Batiment n 1-4-LOT 102;;;;;;;;;;;;;;;;;très bonne;bonne;;bonne;très bonne;0.44;177.3;2.5;119.7;42.5;0;2;0;Électricité;2;0;0;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;0;
2438N2640285J;22/07/2024;26/06/2024;21/07/2024;22/07/2024;20/07/2034;;2438N2640183L;;;;;DPE NEUF logement : RT2012;2.4;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;;;2;;1;;65;;;0.95;1;;;A;A-11;moyen;1;1;1;1;1;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.42;822.5;12.6;472.4;338;0;8.8;3.4;Gaz naturel;808.3;471.1;337.1;Électricité;14.3;1.3;0.8;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N2465596N;26/10/2023;29/06/2023;29/06/2023;21/07/2023;28/06/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;95;1;1;;0;3916.5;39.5;;;0.66;;;;;1-Ilot Morge 131 logements-17-A202 T2 R+2;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.51;447.8;11.3;18.4;413.9;0;1.7;0.1;Gaz naturel;0;0;0;Électricité;1.8;0;0;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;pompe à chaleur;;;;;0;
2238N3005666K;26/10/2023;08/12/2022;11/12/2022;12/12/2022;10/12/2032;;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;B;A;;;maison;;;2.5;1;1;1;;0;101.6;101.6;;;0.34;;;;;1-ACETO CLEMENTE Raphael Julie-1-LogZone;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.31;246.4;2.4;192.6;47.3;0;14.9;0;Bois – Granulés (pellets) ou briquettes;0;0;0;Électricité;20.3;0;0;;;;;Bois – Granulés (pellets) ou briquettes;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;0;
2238N0360047V;26/10/2023;21/02/2022;22/02/2022;23/02/2022;21/02/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe maison individuelle;A;A;inférieur à 400m;H1c;maison;;;2.5;;;1;;;;88.1;;;0.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N4094983G;29/11/2023;15/11/2023;28/11/2023;29/11/2023;27/11/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;inférieur à 400m;H1c;appartement;collectif;collectif;2.8;56;;7;;1;;49.1;;;0.98;3;;Bâtiment E;;;insuffisant;1;1;0;1;1;;;;;;;;;;;moyenne;très bonne;;bonne;très bonne;0.65;905.4;18.4;436.7;458.3;0;6.6;3.7;Gaz naturel;891;432.9;458.1;Électricité;14.4;3.8;0.2;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N3869411K;14/11/2023;07/11/2023;07/11/2023;14/11/2023;06/11/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;collectif;collectif;2.5;49;1;1;;0;3546.4;54.7;;;0.78;;;;;2-Bâtiment BCDE-32-C303;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.5;1566.4;28.6;766.4;787.1;0;2.4;0.6;GPL;0;0;0;Électricité;2.9;0;0;;;;;GPL;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N2998746G;26/10/2023;21/11/2022;08/12/2022;12/12/2022;07/12/2032;;2238N2998673L;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;10;1;1;;0;727.3;93.5;;;0.94;;;;;1-10 LOGEMENTS  6T3 4T4-10-203;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.44;1564.9;16.7;980.5;801.5;0;3.8;0;Gaz naturel;0;0;0;Électricité;3.8;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
