numero_dpe;adresse_ban;numero_voie_ban;nom_rue_ban;nom_commune_ban;code_postal_ban;code_insee_ban;code_departement_ban;code_region_ban;identifiant_ban;statut_geocodage;adresse_brut;nom_commune_brut;code_postal_brut
2238N1645360Y;Chemin du Crêt 38300 Domarin;;Chemin du Crêt;Domarin;38300;38149;38;84;38149_0074;adresse non géocodée ban car aucune correspondance trouvée;Chemin du Crêt;DOMARIN;38300
2338N3958867A;6 Rue Normandie Niemen 38130 Échirolles;6;Rue Normandie Niemen;Échirolles;38130;38151;38;84;38151_0439_00006;adresse non géocodée ban car aucune correspondance trouvée;6 rue Normandie Niemen;ECHIROLLES;38130
2238N2037932W;Avenue des Jeux 38750 Huez;;Des Jeux;Huez;38750;38191;38;84;38191_0260;adresse géocodée ban à l'adresse;Des Jeux;Huez;38750
2238N0772475L;Chemin Creux 38550 Sablons;;Chemin Creux;Sablons;38550;38349;38;84;38349_0085;adresse non géocodée ban car aucune correspondance trouvée;Chemin creux;SABLONS;38550
2238N0821268C;Rue des Glières 38760 Varces-Allières-et-Risset;;Rue des Glières;Varces-Allières-et-Risset;38760;38524;38;84;38524_0060;adresse non géocodée ban car aucune correspondance trouvée;ZAC des Coins - La Giraudière;VARCES-ALLIERES-ET-RISSET;38760
2238N1463269L;11 Allee du Docteur Pierre Berthier 38300 Bourgoin-Jallieu;11;Allee du Docteur Pierre Berthier;Bourgoin-Jallieu;38300;38053;38;84;38053_0061_00011;adresse non géocodée ban car aucune correspondance trouvée;11 DU DOCTEUR PIERRE BERTHIER;BOURGOIN-JALLIEU;38300
2238N0900906C;20 Rue Monge 38100 Grenoble;20;Rue Monge;Grenoble;38100;38185;38;84;38185_5090_00020;adresse non géocodée ban car aucune correspondance trouvée;20 Rue Monge;GRENOBLE;38100
2238N0300657P;Chemin du Vorget 38530 Chapareillan;;;Chapareillan;38530;38075;38;84;38075_0350;adresse géocodée ban à l'adresse;Chemin du Vorget;CHAPAREILLAN;38530
2438N2282180C;Rue François Frandaz 38290 La Verpillière;;Rue François Frandaz;La Verpillière;38290;38537;38;84;38537_0059;adresse géocodée ban à l'adresse;228 rue François Frandaz;LA VERPILLIÈRE;38290
2238N2871089J;Chemin de la Blondiere 38150 Anjou;;Chemin de la Blondiere;Anjou;38150;38009;38;84;38009_0012;adresse non géocodée ban car aucune correspondance trouvée;Chemin de la Blondière,;Anjou;38150
2438N0279276I;265 Rue Hector Berlioz 38920 Crolles;265;Rue Hector Berlioz;Crolles;38920;38140;38;84;38140_0270_00265;adresse non géocodée ban car aucune correspondance trouvée;265 Rue Hector Berlioz;CROLLES;38920
2338N1844222N;Boulevard Michel Perret 38210 Tullins;;Boulevard Michel Perret;Tullins;38210;38517;38;84;38517_0405;adresse non géocodée ban car aucune correspondance trouvée;boulevard Michel Perret;TULLINS;38210
2238N2730761D;Rue des Bergeronnettes 38100 Grenoble;;Rue des Bergeronnettes;Grenoble;38100;38185;38;84;38185_0901;adresse non géocodée ban car aucune correspondance trouvée;Rue des bergeronnettes;GRENOBLE;38100
2338N0906300P;Rue du Stade 38119 Pierre-Châtel;;Rue du Stade;Pierre-Châtel;38119;38304;38;84;38304_0405;adresse non géocodée ban car aucune correspondance trouvée;rue du Stade;PIERRE-CHATEL;38119
2438N2262917F;Rue Pierre Vincendon 38110 La Tour-du-Pin;;Rue Pierre Vincendon;La Tour-du-Pin;38110;38509;38;84;38509_0750;adresse géocodée ban à l'adresse;Rue Pierre Vincendon;LA TOUR DU PIN;38110
2138N0565873E;Impasse des Melezes 38500 Coublevie;;;Coublevie;38500;38133;38;84;38133_0390;adresse géocodée ban à l'adresse;Impasse des galets;COUBLEVIE;38500
2438N2737762M;Chemin des Claverins 38330 Montbonnot-Saint-Martin;;Chemin des Claverins;Montbonnot-Saint-Martin;38330;38249;38;84;38249_0059;adresse non géocodée ban car aucune correspondance trouvée;86 chemin des Claverins;MONTBONNOT-SAINT-MARTIN;38330
2438N0535495X;769 Route de Saint Hugon 38580 La Chapelle-du-Bard;769;Route de Saint Hugon;La Chapelle-du-Bard;38580;38078;38;84;38078_0193_00769;adresse géocodée ban à l'adresse;769 route de Saint Hugon;LA CHAPELLE-DU-BARD;38580
2238N0772479P;Chemin Creux 38550 Sablons;;Chemin Creux;Sablons;38550;38349;38;84;38349_0085;adresse non géocodée ban car aucune correspondance trouvée;Chemin creux;SABLONS;38550
2338N1106291O;Route de Cazeneuve 38440 Lieudieu;;Route de Cazeneuve;Lieudieu;38440;38211;38;84;38211_0350;adresse non géocodée ban car aucune correspondance trouvée;CHEMIN DE CAZANEUVE;38440 - LIEUDIEU;38440
2338N0148647C;55 Allee France Gall 38670 Chasse-sur-Rhône;55;Allee France Gall;Chasse-sur-Rhône;38670;38087;38;84;38087_xs6toy_00055;adresse non géocodée ban car aucune correspondance trouvée;55 allée France Gall;CHASSE-SUR-RHONE;38670
2238N0737986Y;Avenue d'Echirolles 38320 Eybens;;Avenue d'Echirolles;Eybens;38320;38158;38;84;38158_0078;adresse non géocodée ban car aucune correspondance trouvée;41 Avenue d'Echirolles;EYBENS;38320
2338N3871195A;Route de l’Altiport 38750 Huez;;Route de l’Altiport;Huez;38750;38191;38;84;38191_0005;adresse non géocodée ban car aucune correspondance trouvée;Route de l'Altiport;ALPE D'HUEZ;38750
2238N0965244Q;Rue Aimé Requet 38000 Grenoble;;Rue Aimé Requet;Grenoble;38000;38185;38;84;38185_0167;adresse non géocodée ban car aucune correspondance trouvée;Rue Aimé REQUET - Le PENINSULA;Grenoble;38000
2238N1070611F;20 Rue Monge 38100 Grenoble;20;Rue Monge;Grenoble;38100;38185;38;84;38185_5090_00020;adresse non géocodée ban car aucune correspondance trouvée;20 Rue Monge;GRENOBLE;38100
2438N2221830Y;99 Impasse des Libellules 38490 Les Abrets en Dauphiné;99;Impasse des Libellules;Les Abrets en Dauphiné;38490;38001;38;84;38001_elkde7_00099;adresse non géocodée ban car aucune correspondance trouvée;99 impasse des Libellules;LES ABRETS EN DAUPHINE;38490
2338N2579091S;Chemin de Faissinat 38190 La Combe-de-Lancey;;Chemin de Faissinat;La Combe-de-Lancey;38190;38120;38;84;38120_0050;adresse non géocodée ban car aucune correspondance trouvée;Chemin du Faissinat;;
;;;;;;;;;;;;;
2138N0579335Y;Chemin de Bois Vert 38730 Doissin;;Chemin de Bois Vert;Doissin;38730;38147;38;84;38147_0390;adresse non géocodée ban car aucune correspondance trouvée;Chemin de bois vert;DOISSIN;38730
2238N0978400Q;Rue Aimé Bouchayer 38170 Seyssinet-Pariset;;Rue Aimé Bouchayer - Notre Dame des Iles;Seyssinet-Pariset;38170;38485;38;84;38485_0020;adresse géocodée ban à l'adresse;Rue Aimé Bouchayer - Notre Dame des Iles;Seyssinet-Pariset;38170
2238N0650875N;Rue de la Tour de Criel 38500 Voiron;;Rue de la Tour de Criel;Voiron;38500;38563;38;84;38563_1645;adresse non géocodée ban car aucune correspondance trouvée;Rue de la Tour de Criel - Lotissement Criel 5 - Lot 14;VOIRON;38500
2238N0446452C;Rue des Sources 38920 Crolles;;Rue des Sources;Crolles;38920;38140;38;84;38140_0604;adresse non géocodée ban car aucune correspondance trouvée;RUE DES SOURCES;CROLLES;38920
2238N0001599J;Rue Victor Hugo 38540 Heyrieux;;;Heyrieux;38540;38189;38;84;38189_0800;adresse géocodée ban à l'adresse;BAT B Rue Victor Hugo;HEYRIEUX;38540
2138N0196672D;Les Moles 38890 Saint-Chef;;;Saint-Chef;38890;38374;38;84;38374_cjupg7;adresse géocodée ban à l'adresse;Résidence L'ILLUD;;
;;;;;;;;;;;;;
2238N1182331D;Avenue Charles de Gaulle 38800 Le Pont-de-Claix;;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800;38317;38;84;38317_0175;adresse géocodée ban à l'adresse;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800
2238N3079740K;14 Rue des Bergeronnettes 38100 Grenoble;14;Rue des Bergeronnettes;Grenoble;38100;38185;38;84;38185_0901_00014;adresse non géocodée ban car aucune correspondance trouvée;10-12-14 rue des bergeronnettes;GRENOBLE;38100
2138N0726240D;152 Route de Lyon 38140 Apprieu;152;Route de Lyon;Apprieu;38140;38013;38;84;38013_0729_00152;adresse non géocodée ban car aucune correspondance trouvée;152 Route de Lyon - Lieu-dit La Robetière;APPRIEU;38140
2438N3297118E;Rue Gérard Vernay 38090 Roche;;Rue Gérard Vernay;Roche;38090;38339;38;84;38339_0001;adresse non géocodée ban car aucune correspondance trouvée;rue Gérard VERNAY;ROCHE;38090
2138N0355020L;Rue de la Tour de Criel 38500 Voiron;;;Voiron;38500;38563;38;84;38563_1645;adresse non géocodée ban car aucune correspondance trouvée;Rue de la Tour du Criel;VOIRON;38500
2338N2911211O;Rue de la République 38670 Chasse-sur-Rhône;;Rue de la République;Chasse-sur-Rhône;38670;38087;38;84;38087_0447;adresse non géocodée ban car aucune correspondance trouvée;388, rue de la République;Chasse-sur-Rhône;38670
2138N0314774N;1 Chemin du Plan et de la Feyta 38780 Pont-Évêque;1;Chemin du Plan et de la Feyta;Pont-Évêque;38780;38318;38;84;38318_0092_00001;adresse géocodée ban à l'adresse;1 Chemin du Plan et de la Feyta;PONT EVEQUE;38780
2238N1090661J;30 Rue de la République 38450 Vif;30;Rue de la République;Vif;38450;38545;38;84;38545_0320_00030;adresse non géocodée ban car aucune correspondance trouvée;30 rue de la république le clos savioz fouillet - n°4;VIF;38450
2138N0346825G;30 Rue de la Houille Blanche 38190 Villard-Bonnot;30;Rue de la Houille Blanche;Villard-Bonnot;38190;38547;38;84;38547_0270_00030;adresse géocodée ban à l'adresse;30 Rue de la Houille Blanche;Villard-Bonnot;38190
2138N0660101I;Impasse Lavoisier 38340 Voreppe;;Impasse Lavoisier;Voreppe;38340;38565;38;84;38565_0303;adresse non géocodée ban car aucune correspondance trouvée;67 Impasse Lavoisier;VOREPPE;38340
2338N3394291O;Route de la Bruyère 38480 Romagnieu;;Route de la Bruyère;Romagnieu;38480;38343;38;84;38343_0095;adresse non géocodée ban car aucune correspondance trouvée;Route de la Bruyère;Romagnieu;38480
2438N1891164A;Route des Molettes 38420 Revel;;Route des Molettes;Revel;38420;38334;38;84;38334_0265;adresse géocodée ban à l'adresse;LOT 3;;
;;;;;;;;;;;;;
2238N0901007Z;20 Rue Monge 38100 Grenoble;20;Rue Monge;Grenoble;38100;38185;38;84;38185_5090_00020;adresse non géocodée ban car aucune correspondance trouvée;20 Rue Monge;GRENOBLE;38100
2238N1217528W;Avenue de la Republique 38090 Villefontaine;;;Villefontaine;38090;38553;38;84;38553_0710;adresse géocodée ban à l'adresse;de la Republique;VILLEFONTAINE;38090
2238N0147090E;Rue Ernest Hareux 38000 Grenoble;;Rue Ernest Hareux;Grenoble;38000;38185;38;84;38185_2570;adresse non géocodée ban car aucune correspondance trouvée;Rue Ernest Hareux;Grenoble;38000
2238N1463311B;11 Allee du Docteur Pierre Berthier 38300 Bourgoin-Jallieu;11;Allee du Docteur Pierre Berthier;Bourgoin-Jallieu;38300;38053;38;84;38053_0061_00011;adresse non géocodée ban car aucune correspondance trouvée;11 DU DOCTEUR PIERRE BERTHIER;BOURGOIN-JALLIEU;38300
2238N2291245R;Chemin des Vignes 38140 Rives;;Chemin des Vignes;Rives;38140;38337;38;84;38337_0340;adresse non géocodée ban car aucune correspondance trouvée;Chemin des vignes;RIVES;38140
2138N0772739O;Rue Gay 38400 Saint-Martin-d'Hères;;Rue Gay;Saint-Martin-d'Hères;38400;38421;38;84;38421_0340;adresse non géocodée ban car aucune correspondance trouvée;L'EQUALIS;;
;;;;;;;;;;;;;
2438N0791048W;Chemin de l’Agnelas 38700 La Tronche;;Chemin de l’Agnelas;La Tronche;38700;38516;38;84;38516_0010;adresse non géocodée ban car aucune correspondance trouvée;Rue de l'Agnelas;LA TRONCHE;38700
2238N0773658Y;Avenue de la Falaise 38360 Sassenage;;Avenue de la Falaise;Sassenage;38360;38474;38;84;38474_0037;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la Falaise;SASSENAGE;38360
2374N3194248Z;144 Route du Lambert 38730 Valencogne;144;Route du Lambert;Valencogne;38730;38520;38;84;38520_0100_00144;adresse géocodée ban à l'adresse;ZAC DU CRET D'ESTY;CHAVANOD;74650
2438N1028978A;Avenue Jean Jaures 38320 Eybens;;Avenue Jean Jaures;Eybens;38320;38158;38;84;38158_mk4w9a;adresse non géocodée ban car aucune correspondance trouvée;24 Jean Jaures;Eybens;38320
2238N2855426Y;Avenue Jules Valles 38100 Grenoble;;Avenue Jules Valles;Grenoble;38100;38185;38;84;38185_4075;adresse non géocodée ban car aucune correspondance trouvée;JULLES VALLES;GRENOBLE;38100
2138N0729046B;rue jeanne d'arc 38230 Charvieu-Chavagneux;;rue jeanne d'arc;Charvieu-Chavagneux;38230;38085;38;84;38085_0032;adresse non géocodée ban car aucune correspondance trouvée;rue Jeanned'ARC;CHARVIEU-CHAVAGNEUX;38230
2438N0317779F;Chemin de la Lampe 38230 Chavanoz;;Chemin de la Lampe;Chavanoz;38230;38097;38;84;38097_0287;adresse non géocodée ban car aucune correspondance trouvée;chemin du cimetière le pré de la lampe Lot 40;CHAVANOZ;38230
2238N3118790I;Rue 93 Ème Ram 38750 Huez;;Rue 93 Ème Ram;Huez;38750;38191;38;84;38191_0430;adresse non géocodée ban car aucune correspondance trouvée;Rue du 93ème Ram ALPE D'HUEZ;L ALPE D HUEZ;38750
2338N0688503U;2 Rue du Muret 38320 Eybens;2;Rue du Muret;Eybens;38320;38158;38;84;38158_0180_00002;adresse géocodée ban à l'adresse;Résidence NEPTUNE;;
;;;;;;;;;;;;;
2238N0543119B;Boulevard Jules Ferry 38190 Villard-Bonnot;;Boulevard Jules Ferry;Villard-Bonnot;38190;38547;38;84;38547_0310;adresse non géocodée ban car aucune correspondance trouvée;BD JULES FERRY;VILLARD BONNOT;38190
2338N0043154R;Allée de la Noyeraie 38160 Saint-Romans;;Allée de la Noyeraie;Saint-Romans;38160;38453;38;84;38453_0350;adresse non géocodée ban car aucune correspondance trouvée;Lotissement La Noyeraie;IZERON;38160
2238N1018418U;Rue du 19 Mars 1962 38800 Le Pont-de-Claix;;Rue du 19 mars 1962;Le Pont-de-Claix;38800;38317;38;84;38317_0124;adresse géocodée ban à l'adresse;Rue du 19 mars 1962;Le Pont-de-Claix;38800
2238N2203947B;Rue de la Gare 38790 Saint-Georges-d'Espéranche;;Rue de la Gare;Saint-Georges-d'Espéranche;38790;38389;38;84;38389_0070;adresse non géocodée ban car aucune correspondance trouvée;114 De la Gare;SAINT-GEORGES-D'ESPERANCHE;38790
2238N2688068C;Impasse du Pellan 38118 Hières-sur-Amby;;Impasse du Pellan;Hières-sur-Amby;38118;38190;38;84;38190_0450;adresse non géocodée ban car aucune correspondance trouvée;Impasse du Pellan - N°3 Le Clos Des Moines;HIERES SUR AMBY;38118
2238N1727323J;Rue Anatole France 38100 Grenoble;;Rue Anatole France;Grenoble;38100;38185;38;84;38185_0430;adresse non géocodée ban car aucune correspondance trouvée;Rue Anatole France;GRENOBLE;38000
2438N0045297D;19 Rue de Comboire 38170 Seyssinet-Pariset;19;Rue de Comboire;Seyssinet-Pariset;38170;38485;38;84;38485_0210_00019;adresse non géocodée ban car aucune correspondance trouvée;19 rue de Comboire;SEYSSINET;38170
2338N0858726V;Route de Saint Chef 38110 Saint-Jean-de-Soudain;;Route de Saint Chef;Saint-Jean-de-Soudain;38110;38401;38;84;38401_0650;adresse non géocodée ban car aucune correspondance trouvée;Route de Saint-Chef - Lot 1;SAINT-JEAN-DE-SOUDAIN;38110
2138N0346848D;30 Rue de la Houille Blanche 38190 Villard-Bonnot;30;Rue de la Houille Blanche;Villard-Bonnot;38190;38547;38;84;38547_0270_00030;adresse géocodée ban à l'adresse;30 Rue de la Houille Blanche;Villard-Bonnot;38190
2338N0148657M;55 Allee France Gall 38670 Chasse-sur-Rhône;55;Allee France Gall;Chasse-sur-Rhône;38670;38087;38;84;38087_xs6toy_00055;adresse non géocodée ban car aucune correspondance trouvée;55 allée France Gall;CHASSE-SUR-RHONE;38670
2138N0923631C;Pierre Louve 38080 L'Isle-d'Abeau;;Avenue d'Alicante;L'Isle-d'Abeau;38080;38193;38;84;38193_B038;adresse géocodée ban à l'adresse;Avenue d'Alicante;L'Isle-d'Abeau;38080
2138N0692218P;Rue des Alpes 38420 Domène;;Rue des Alpes;Domène;38420;38150;38;84;38150_0040;adresse non géocodée ban car aucune correspondance trouvée;RUE DES ALPES;DOMENE;38420
2438N1613470M;Rue des Tillerets 38450 Saint-Georges-de-Commiers;;Rue des Tillerets;Saint-Georges-de-Commiers;38450;38388;38;84;38388_0192;adresse non géocodée ban car aucune correspondance trouvée;Rue des Tillerets;SAINT-GEORGES-DE-COMMIERS;38450
2238N1932680S;Rue Pierre Dalloz 38360 Sassenage;;Rue Pierre Dalloz;Sassenage;38360;38474;38;84;38474_0063;adresse non géocodée ban car aucune correspondance trouvée;PIERRE DALLOZ;SASSENAGE;38360
2338N2522392Z;Avenue de la Muzelle (Vénosc) 38860 Les Deux Alpes;;Avenue de la Muzelle (Vénosc);Les Deux Alpes;38860;38253;38;84;38534_0035;adresse non géocodée ban car aucune correspondance trouvée;33 AVENUE DE LA MUZELLE;LES DEUX ALPES;38860
2338N0239207E;Allee du Savey 38840 Saint-Hilaire-du-Rosier;;Allee du Savey;Saint-Hilaire-du-Rosier;38840;38394;38;84;38394_0850;adresse non géocodée ban car aucune correspondance trouvée;du stade;SAINT-HILAIRE-DU-ROSIER;38840
2438N0791076Y;Chemin de l’Agnelas 38700 La Tronche;;Chemin de l’Agnelas;La Tronche;38700;38516;38;84;38516_0010;adresse non géocodée ban car aucune correspondance trouvée;Rue de l'Agnelas;LA TRONCHE;38700
2138N0090409C;Clos Melot 38550 Le Péage-de-Roussillon;;;Le Péage-de-Roussillon;38550;38298;38;84;38298_9ojue1;adresse géocodée ban à l'adresse;Le clos joli;LE PEAGE DE ROUSSILLON#France;38550
2438N1192653F;14 Impasse du Canal 38590 Brézins;14;Impasse du Canal;Brézins;38590;38058;38;84;38058_gf0y4h_00014;adresse non géocodée ban car aucune correspondance trouvée;14 Impasse du Canal;BREZINS;38590
2238N1932718E;Rue Pierre Dalloz 38360 Sassenage;;Rue Pierre Dalloz;Sassenage;38360;38474;38;84;38474_0063;adresse non géocodée ban car aucune correspondance trouvée;PIERRE DALLOZ;SASSENAGE;38360
2238N1007711Z;Rue Jean Pierre Raffin Dugens 38420 Murianette;;Rue Jean Pierre Raffin Dugens;Murianette;38420;38271;38;84;38271_0130;adresse non géocodée ban car aucune correspondance trouvée;Rue Jean-Pierre RAFFIN-DUGENS;Murianette;38420
2238N1733921D;10 Chemin de Beauregard 38200 Vienne;10;Chemin de Beauregard;Vienne;38200;38544;38;84;38544_0182_00010;adresse non géocodée ban car aucune correspondance trouvée;10 chemin de Beauregard - Lot 2;VIENNE;38200
2338N2522387U;Avenue de la Muzelle (Vénosc) 38860 Les Deux Alpes;;Avenue de la Muzelle (Vénosc);Les Deux Alpes;38860;38253;38;84;38534_0035;adresse non géocodée ban car aucune correspondance trouvée;33 AVENUE DE LA MUZELLE;LES DEUX ALPES;38860
2138N0367132H;Pierre Louve 38080 L'Isle-d'Abeau;;Avenue d'Alicante;L'Isle-d'Abeau;38080;38193;38;84;38193_B038;adresse géocodée ban à l'adresse;Avenue d'Alicante;L'Isle-d'Abeau;38080
2338N2415311M;Rue Voltaire 38400 Saint-Martin-d'Hères;;Rue Voltaire;Saint-Martin-d'Hères;38400;38421;38;84;38421_1032;adresse non géocodée ban car aucune correspondance trouvée;LA PLAINE VOLTAIRE;SAINT-MARTIN-D'HERES;38400
2338N3513706L;128 Rue d'Italie 38110 La Tour-du-Pin;128;Rue d'Italie;La Tour-du-Pin;38110;38509;38;84;38509_0430_00128;adresse géocodée ban à l'adresse;128 rue d'Italie;LA TOUR-DU-PIN;38110
2238N2849645P;98 Avenue de la République 38170 Seyssinet-Pariset;98;Avenue de la République;Seyssinet-Pariset;38170;38485;38;84;38485_0570_00098;adresse non géocodée ban car aucune correspondance trouvée;98 B-C, avenue de la République;SEYSSINET-PARISET;38170
2438N1139573R;Avenue de Claix 38180 Seyssins;;Avenue de Claix;Seyssins;38180;38486;38;84;38486_0350;adresse géocodée ban à l'adresse;Résidence Terre Blanche,;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
2238N3031415T;Allee Chantournes 38920 Crolles;;;Crolles;38920;38140;38;84;38140_0179;adresse géocodée ban à l'adresse;GROUPE 16038;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
2338N2202941K;le Petit Châtelard 38113 Veurey-Voroize;;le Petit Châtelard;Veurey-Voroize;38113;38540;38;84;38540_B027;adresse non géocodée ban car aucune correspondance trouvée;Lieu-dit ''Le Petit Chatelard'';VEUREY-VOROIZE;38113
2238N0438834C;Avenue Charles de Gaulle 38800 Le Pont-de-Claix;;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800;38317;38;84;38317_0175;adresse géocodée ban à l'adresse;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800
